drug_id,interaction_type,interacts_with,severity,description_en,management_en
7996,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
7996,food,Fluids / Water,moderate,Take with a full glass of water.,
8013,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8013,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8013,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8013,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8013,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8013,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8039,food,Milk / Dairy,moderate,Avoid milk and dairy products. Take at least 1 hour before or after antacids and milk.,Avoid milk and dairy products.
8039,food,Antacids,moderate,Take at least 1 hour before or after antacids and milk. Take separate from antacids.,
8044,food,Antacids,moderate,Take separate from antacids. Take at least 4 hours before or after antacids.,
8047,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8047,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8047,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8047,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8047,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8047,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8047,food,Grapefruit,minor,Exercise caution with grapefruit products.,Exercise caution with grapefruit products.
8048,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
8050,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
8055,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit products are strong CYP3A inhibitors and may increase the concentration of eliglustat.,Avoid grapefruit products.
8063,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of netupitant, which may increase its serum concentration.",Avoid grapefruit products.
8068,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ibrutinib.",Avoid grapefruit products.
8068,food,Fluids / Water,moderate,Take with a full glass of water.,
8069,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of idelalisib, which may increase its serum concentration.",Avoid grapefruit products.
8075,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,Avoid excessive or chronic alcohol consumption.
8075,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of cannabidiol, which may increase its serum concentration.",Avoid grapefruit products.
8077,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration.",Avoid grapefruit products.
8082,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
8083,food,Fluids / Water,moderate,Take with plain water. Take with a glass of water.,
8085,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration.",Avoid grapefruit products.
8086,food,Alcohol,moderate,"Avoid alcohol. Alcohol can potentiate central nervous system (CNS) depression (respiratory depression, hypotension, profound sedation, syncope, and death) caused by sodium oxybate.",Avoid alcohol.
8087,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",Avoid grapefruit products.
8088,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",Avoid grapefruit products.
8089,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8089,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8089,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8089,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8089,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8089,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8097,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
8104,food,Fluids / Water,moderate,Take with a full glass of water.,
8111,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of dizziness, thereby reducing the tolerability of quinagolide.",Avoid excessive or chronic alcohol consumption.
8115,food,Antacids,moderate,Take separate from antacids. Take at least 2 hours before or after antacids.,
8116,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration.",Avoid grapefruit products.
8132,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
8132,food,Iron,moderate,Stiripentol degrades rapidly in an acidic environment.,
8132,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,Avoid excessive or chronic alcohol consumption.
8132,food,Caffeine,minor,Limit caffeine intake. Stiripentol may attenuate CYP1A2-mediated metabolism of caffeine.,Limit caffeine intake.
8132,food,Fluids / Water,moderate,Take with a full glass of water. Oral capsules should be swallowed whole with a glass of water during a meal and oral suspension should be mixed in a glass of water and should be taken immediately after mixing during a meal.,
8137,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of dienogest, which may increase its serum concentration.",Avoid grapefruit products.
8141,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
8142,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Vitamin C may increase the oral absorption of chromium/chromic chloride.,
8151,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
8156,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A metabolism of sonidegib, which may increase its serum concentration.",Exercise caution with grapefruit products.
8157,food,Fluids / Water,moderate,Take with a full glass of water. Take with at least 4 ounces of water.,
8221,food,Grapefruit,minor,Exercise caution with grapefruit products. Loxoprofen is metabolized by CYP3A4 to an inactive metabolite and grapefruit is a CYP3A4 inhibitor.,Exercise caution with grapefruit products.
8264,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8264,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8264,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8264,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8264,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8264,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8265,food,Fluids / Water,minor,Drink plenty of fluids. Drinking water is important to prevent dehydration when taking Teysuno.,Drink plenty of fluids.
8266,food,Fluids / Water,minor,Drink plenty of fluids. Drinking water is important to prevent dehydration when taking Teysuno.,Drink plenty of fluids.
8267,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8267,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8267,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8267,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8267,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8267,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8268,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8268,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8268,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8268,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8268,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8268,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8269,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8269,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8269,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8269,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8269,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8269,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8270,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8270,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8270,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8270,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8270,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8270,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
8276,food,Calcium,moderate,Avoid calcium supplements/calcium rich foods. Take strontium ranelate separated from calcium-containing food and supplements.,Avoid calcium supplements/calcium rich foods.
8277,food,Fluids / Water,moderate,"When using picosulfuric acid in preparation for a colonoscopy, only consume clear fluids the day before the procedure.",
8277,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
8281,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. The risk of pancreatitis is increased with excess/chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
8284,food,Alcohol,moderate,"Avoid alcohol. Avoid ingesting alcohol during therapy with Pylera and for three days after discontinuation as it may cause flushing, nausea, and vomiting.",Avoid alcohol.
8296,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
8296,food,Alcohol,moderate,"Avoid alcohol. Withdrawing from alcohol increases the risk of seizures, which is also caused by the drug.",Avoid alcohol.
8298,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of tianeptine.",Exercise caution with grapefruit products.
8302,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
8325,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, A.",Avoid grapefruit products.
8326,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, B.",Avoid grapefruit products.
8329,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
8329,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
8330,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
8330,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
8332,food,Milk / Dairy,moderate,Avoid milk and dairy products. Do no take this drug within 1 hour of consuming dairy products.,Avoid milk and dairy products.
8380,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of esterified estrogens.",Avoid grapefruit products.
8386,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of norgestrel.",Avoid grapefruit products.
8390,food,Milk / Dairy,moderate,"For pediatric patients, orally administered Technetium Tc-99m sulfur colloid should be given with milk, or if administered by nasogastric tube, it should be given with milk or dextrose.",
8399,food,Fluids / Water,moderate,Take with a full glass of water. Dissolve K-Phos tablets in water then ingest.,
8399,food,Antacids,moderate,"Take separate from antacids. Magnesium, calcium, or aluminum antacids may reduce the absorption of phosphate in K-phos.",
8399,food,Calcium,moderate,"Magnesium, calcium, or aluminum antacids may reduce the absorption of phosphate in K-phos.",
8432,food,Fluids / Water,minor,Drink plenty of fluids. Fluids will help remove excess radiation from the body when Indium In-111 chloride is used to radiolabel pentetreotide.,Drink plenty of fluids.
8457,food,Fluids / Water,moderate,Take with a full glass of water.,
8463,food,Alcohol,moderate,Avoid alcohol. Alcohol may have additive CNS depressant effects with dexchlorpheniramine maleate.,Avoid alcohol.
8466,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
8467,food,Alcohol,moderate,Avoid alcohol. Alcohol may impair blood glucose control.,Avoid alcohol.
9223,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9223,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9223,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9223,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9223,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9223,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9225,food,Fluids / Water,moderate,Take with a full glass of water.,
9226,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
9226,food,Fluids / Water,moderate,"Take with a full glass of water. Dissolve the 10 mEq tablet in at least 2-3 oz of fluid, and the 20 mEq tablet in at least 3-4 oz of liquid (juice or water).",
9248,food,Caffeine,moderate,Avoid caffeine.,Avoid caffeine.
9250,food,Fluids / Water,moderate,Take with a full glass of water.,
9254,food,Alcohol,moderate,Avoid alcohol. Concomitant use of opium with alcohol may cause additive CNS depressive effects.,Avoid alcohol.
9260,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Vitamin C may increase the absorption of chromium.,
9275,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
9275,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
9285,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9285,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9285,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9285,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9285,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9285,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9301,food,Alcohol,moderate,Avoid alcohol. Concomitant use of pentoxyverine with alcohol may cause additive CNS depressant effects.,Avoid alcohol.
9336,food,Fluids / Water,moderate,Take with a full glass of water.,
9353,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
9353,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
9359,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.,
9408,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9408,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9408,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9408,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9408,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9408,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9448,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of alectinib.",Exercise caution with grapefruit products.
9600,food,Fluids / Water,minor,Drink plenty of fluids. Take with a full glass of water.,Drink plenty of fluids.
9612,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A, which may increase the serum levels of elbasvir, a CYP3A substrate.",Exercise caution with grapefruit products.
9619,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of venetoclax.",Avoid grapefruit products.
9619,food,Fluids / Water,moderate,Take with a full glass of water.,
9624,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of asunaprevir.",Exercise caution with grapefruit products.
9625,food,Fluids / Water,moderate,Take with a full glass of water.,
9629,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
9636,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9636,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9636,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9636,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9636,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9636,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
9647,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.,Avoid alcohol.
9648,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.,Avoid alcohol.
9651,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of rupatadine.",Avoid grapefruit products.
9669,food,Grapefruit,minor,Exercise caution with grapefruit products.,Exercise caution with grapefruit products.
9677,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of vinflunine.",Avoid grapefruit products.
9729,food,Grapefruit,moderate,"Avoid grapefruit products. Avoid food or drink containing grapefruit when taking voclosporin, as it may decrease metabolism and increase exposure to this drug.",Avoid grapefruit products.
9733,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit products can inhibit CYP3A4, which is the enzyme primarily responsible for pacritinib metabolism.",Avoid grapefruit products.
9735,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
9739,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of acalabrutinib.",Avoid grapefruit products.
9739,food,Fluids / Water,moderate,Take with a full glass of water.,
9739,food,Antacids,moderate,Take separate from antacids. Take at least 2 hours before or after antacids.,
9748,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of tezacaftor.",Avoid grapefruit products.
9754,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of encorafenib.",Avoid grapefruit products.
9764,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ribociclib.",Avoid grapefruit products.
9766,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
9771,food,Alcohol,moderate,Avoid alcohol. Concomitant use is not recommended as alcohol may increase the sedative effects of rilmenidine.,Avoid alcohol.
9786,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
9786,food,Fluids / Water,moderate,Take with a full glass of water.,
9832,food,Calcium,moderate,"When taking iron or calcium-containing products, bictegravir should be taken with food.",
9832,food,Iron,moderate,"When taking iron or calcium-containing products, bictegravir should be taken with food.",
9832,food,Antacids,moderate,Take separate from antacids. Take bictegravir at least 2 hours before or 6 hours after taking antacids containing aluminum or magnesium.,
9852,food,Alcohol,moderate,Avoid alcohol. Alcohol use during nifurtimox treatment may increase undesirable adverse effects.,Avoid alcohol.
9855,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the sedative effects of esketamine.,Avoid alcohol.
9859,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol abuse may increase the risk of ketoacidosis.,Avoid excessive or chronic alcohol consumption.
9860,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of neratinib.",Avoid grapefruit products.
9860,food,Antacids,moderate,Take separate from antacids. Take antacids at least 3 hours before or after neratinib.,
9867,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
9891,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the dizziness and drowsiness caused by brexanolone.,Avoid alcohol.
9898,food,Calcium,minor,Administer calcium supplement. Ensure adequate calcium supplementation.,Administer calcium supplement.
9918,food,Fluids / Water,moderate,Take with a full glass of water.,
9950,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of deflazacort.",Avoid grapefruit products.
9957,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
9966,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Difelikefalin can cause dizziness and somnolence that may be exacerbated by the CNS depressant effects of alcohol.,Avoid excessive or chronic alcohol consumption.
9971,food,Antacids,moderate,Take separate from antacids. The administration of antacids should be separated from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.,
9991,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of dacomitinib.",Avoid grapefruit products.
9991,food,Antacids,moderate,Take separate from antacids. Take dacomitinib at least 6 hours before or 10 hours after administering antacids.,
10007,food,Calcium,minor,Administer calcium supplement.,Administer calcium supplement.
10012,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10012,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10012,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10012,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10012,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10012,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10014,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of entrectinib.",Avoid grapefruit products.
10029,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of abemaciclib.",Avoid grapefruit products.
10048,food,High fat meal,moderate,Take tecovirimat within 30 minutes of eating a fatty meal containing approximately 25 grams of fat.,
10054,food,Antacids,moderate,"Take separate from antacids. Take Vosevi (sofosbuvir, velpatasvir, and voxilaprevir) at least 4 hours before or after antacids. Antacids have been shown to reduce the serum levels of velpatasvir and may not impact voxilaprevir.",
10062,food,Antacids,moderate,Take separate from antacids.,
10062,food,Fluids / Water,moderate,Take with fluids.,
10122,food,High fat meal,moderate,Take with a high fat meal.,
10156,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of lorlatinib.",Avoid grapefruit products.
10167,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of gilteritinib.",Avoid grapefruit products.
10173,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erdafitinib.",Exercise caution with grapefruit products.
10187,food,Alcohol,moderate,Avoid alcohol. Additive sedative effects may occur from co-administration of deutetrabenazine with alcohol.,Avoid alcohol.
10261,food,Grapefruit,minor,"Exercise caution with grapefruit products. The active ingredient of polatuzumab vedotin, monomethyl auristatin E (MMAE), is a CYP3A4 substrate and grapefruit may increase MMAE plasma concentrations.",Exercise caution with grapefruit products.
10264,food,Fluids / Water,major,Food should not be consumed for 1 hour after administration except water.,Food should not be consumed for 1 hour after administration except water.
10288,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of brigatinib.",Avoid grapefruit products.
10310,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10310,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10310,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10310,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10310,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10310,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10350,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase rucaparib serum levels.",Exercise caution with grapefruit products.
10382,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10382,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10382,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10382,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10382,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10382,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10421,food,Alcohol,moderate,Avoid alcohol. The sedative effects of benzodiazepines may be exacerbated by the co-administration of alcohol.,Avoid alcohol.
10470,food,Antacids,moderate,Take separate from antacids. Wait at least 4 hours after omadacycline administration to take antacids.,
10470,food,Calcium,moderate,"zinc, calcium, magnesium, and iron).",
10470,food,Iron,moderate,"zinc, calcium, magnesium, and iron).",
10470,food,Fluids / Water,minor,Drinking water after administration is acceptable.,Drinking water after administration is acceptable.
10485,food,High fat meal,moderate,"A high fat meal increases the AUC by 38% and Cmax by 32%, which is not considered significant.",
10497,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of copanlisib.",Avoid grapefruit products.
10512,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of fedratinib.",Avoid grapefruit products.
10604,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
10604,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
