source_link,interaction_type,interacts_with,severity,description_en,management_en
DB08816,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08816,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08816,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ticagrelor, which may increase its serum concentration.",Avoid grapefruit products.
DB08820,food,High fat meal,moderate,Take with a high fat meal. Co-administration with a high fat meal increases exposure to ivacaftor.,
DB08827,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB08865,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of crizotinib.",Avoid grapefruit products.
DB08870,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of monomethyl auristatin E (MMAE), the antitumor component of brentuximab vedotin.",Exercise caution with grapefruit products.
DB08875,food,Fluids / Water,moderate,Take with a full glass of water.,
DB08875,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase levels of cabozantinib.",Avoid grapefruit products.
DB08877,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ruxolitinib.",Avoid grapefruit products.
DB08881,food,Caffeine,minor,"Limit caffeine intake. Vemurafenib inhibits CYP1A2, which may increase the serum levels and adverse effects of caffeine.",Limit caffeine intake.
DB08881,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of vemurafenib, which may increase its serum concentration.",Exercise caution with grapefruit products.
DB08882,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
DB08882,food,High fat meal,moderate,"High fat meals reduce the maximum concentration and increase the AUC, but not to a clinically significant extent.",
DB08895,food,Grapefruit,moderate,Avoid grapefruit products. Dose adjustments are required when administering CYP3A4 inhibitors (grapefruit) and CYP2C19 inhibitors with tofacitinib.,Avoid grapefruit products.
DB08896,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of regorafenib.",Avoid grapefruit products.
DB08901,food,Grapefruit,minor,"Exercise caution with grapefruit products. If coadministration of ponatinib and grapefruit is necessary, reduce the dose of ponatinib.",Exercise caution with grapefruit products.
DB08907,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB08907,food,Alcohol,moderate,Avoid alcohol. Excess alcohol intake may promote ketoacidosis.,Avoid alcohol.
DB08912,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of dabrafenib.",Avoid grapefruit products.
DB08913,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB08918,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08918,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08918,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08918,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08918,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08918,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08918,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol may compromise the extended-release dosage form of levomilnacipran, causing an accelerated release of the drug, increasing its serum concentration.",Avoid alcohol.
DB08918,food,Grapefruit,minor,Exercise caution with grapefruit products. Grapefruit is a moderate to strong CYP3A4 inhibitor.,Exercise caution with grapefruit products.
DB08931,food,Antacids,moderate,Take separate from antacids. Take at least 1 hour before or after antacids. Aluminum or magnesium hydroxide antacids may reduce riociguat absorption.,
DB08935,food,Echinacea,moderate,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants.",Avoid echinacea.
DB08936,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol may increase the drowsiness caused by chlorcyclizine.,Avoid excessive or chronic alcohol consumption.
DB08938,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB08976,food,Alcohol,moderate,Avoid alcohol. Consuming alcohol increases the risk of gastrointestinal irritation.,Avoid alcohol.
DB08976,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08976,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08976,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08976,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08976,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08976,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08976,food,Fluids / Water,moderate,Take with a full glass of water.,
DB08994,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08994,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08994,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08994,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08994,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB08994,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09020,food,Milk / Dairy,moderate,Avoid milk and dairy products. Take at least 1 hour before or after antacids and milk.,Avoid milk and dairy products.
DB09020,food,Antacids,moderate,Take at least 1 hour before or after antacids and milk. Take separate from antacids.,
DB09027,food,Antacids,moderate,Take separate from antacids. Take at least 4 hours before or after antacids.,
DB09030,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09030,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09030,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09030,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09030,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09030,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09030,food,Grapefruit,minor,Exercise caution with grapefruit products.,Exercise caution with grapefruit products.
DB09031,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB09034,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB09039,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit products are strong CYP3A inhibitors and may increase the concentration of eliglustat.,Avoid grapefruit products.
DB09048,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of netupitant, which may increase its serum concentration.",Avoid grapefruit products.
DB09053,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ibrutinib.",Avoid grapefruit products.
DB09053,food,Fluids / Water,moderate,Take with a full glass of water.,
DB09054,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of idelalisib, which may increase its serum concentration.",Avoid grapefruit products.
DB09061,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,Avoid excessive or chronic alcohol consumption.
DB09061,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of cannabidiol, which may increase its serum concentration.",Avoid grapefruit products.
DB09063,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration.",Avoid grapefruit products.
DB09068,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB09069,food,Fluids / Water,moderate,Take with plain water. Take with a glass of water.,
DB09071,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration.",Avoid grapefruit products.
DB09072,food,Alcohol,moderate,"Avoid alcohol. Alcohol can potentiate central nervous system (CNS) depression (respiratory depression, hypotension, profound sedation, syncope, and death) caused by sodium oxybate.",Avoid alcohol.
DB09073,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",Avoid grapefruit products.
DB09074,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",Avoid grapefruit products.
DB09075,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09075,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09075,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09075,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09075,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09075,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09083,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB09090,food,Fluids / Water,moderate,Take with a full glass of water.,
DB09097,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of dizziness, thereby reducing the tolerability of quinagolide.",Avoid excessive or chronic alcohol consumption.
DB09101,food,Antacids,moderate,Take separate from antacids. Take at least 2 hours before or after antacids.,
DB09102,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration.",Avoid grapefruit products.
DB09118,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB09118,food,Iron,moderate,Stiripentol degrades rapidly in an acidic environment.,
DB09118,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.,Avoid excessive or chronic alcohol consumption.
DB09118,food,Caffeine,minor,Limit caffeine intake. Stiripentol may attenuate CYP1A2-mediated metabolism of caffeine.,Limit caffeine intake.
DB09118,food,Fluids / Water,moderate,Take with a full glass of water. Oral capsules should be swallowed whole with a glass of water during a meal and oral suspension should be mixed in a glass of water and should be taken immediately after mixing during a meal.,
DB09123,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of dienogest, which may increase its serum concentration.",Avoid grapefruit products.
DB09128,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB09129,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Vitamin C may increase the oral absorption of chromium/chromic chloride.,
DB09138,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB09143,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A metabolism of sonidegib, which may increase its serum concentration.",Exercise caution with grapefruit products.
DB09144,food,Fluids / Water,moderate,Take with a full glass of water. Take with at least 4 ounces of water.,
DB09212,food,Grapefruit,minor,Exercise caution with grapefruit products. Loxoprofen is metabolized by CYP3A4 to an inactive metabolite and grapefruit is a CYP3A4 inhibitor.,Exercise caution with grapefruit products.
DB09255,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09255,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09255,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09255,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09255,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09255,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09256,food,Fluids / Water,minor,Drink plenty of fluids. Drinking water is important to prevent dehydration when taking Teysuno.,Drink plenty of fluids.
DB09257,food,Fluids / Water,minor,Drink plenty of fluids. Drinking water is important to prevent dehydration when taking Teysuno.,Drink plenty of fluids.
DB09258,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09258,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09258,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09258,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09258,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09258,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09259,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09259,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09259,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09259,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09259,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09259,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09260,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09260,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09260,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09260,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09260,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09260,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09261,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09261,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09261,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09261,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09261,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09261,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB09267,food,Calcium,moderate,Avoid calcium supplements/calcium rich foods. Take strontium ranelate separated from calcium-containing food and supplements.,Avoid calcium supplements/calcium rich foods.
DB09268,food,Fluids / Water,moderate,"When using picosulfuric acid in preparation for a colonoscopy, only consume clear fluids the day before the procedure.",
DB09268,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB09272,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. The risk of pancreatitis is increased with excess/chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
DB09275,food,Alcohol,moderate,"Avoid alcohol. Avoid ingesting alcohol during therapy with Pylera and for three days after discontinuation as it may cause flushing, nausea, and vomiting.",Avoid alcohol.
DB09287,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB09287,food,Alcohol,moderate,"Avoid alcohol. Withdrawing from alcohol increases the risk of seizures, which is also caused by the drug.",Avoid alcohol.
DB09289,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of tianeptine.",Exercise caution with grapefruit products.
DB09293,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB09317,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, A.",Avoid grapefruit products.
DB09318,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, B.",Avoid grapefruit products.
DB09321,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB09321,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
DB09322,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB09322,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
DB09325,food,Milk / Dairy,moderate,Avoid milk and dairy products. Do no take this drug within 1 hour of consuming dairy products.,Avoid milk and dairy products.
DB09381,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of esterified estrogens.",Avoid grapefruit products.
DB09389,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of norgestrel.",Avoid grapefruit products.
DB09397,food,Milk / Dairy,moderate,"For pediatric patients, orally administered Technetium Tc-99m sulfur colloid should be given with milk, or if administered by nasogastric tube, it should be given with milk or dextrose.",
DB09413,food,Fluids / Water,moderate,Take with a full glass of water. Dissolve K-Phos tablets in water then ingest.,
DB09413,food,Antacids,moderate,"Take separate from antacids. Magnesium, calcium, or aluminum antacids may reduce the absorption of phosphate in K-phos.",
DB09413,food,Calcium,moderate,"Magnesium, calcium, or aluminum antacids may reduce the absorption of phosphate in K-phos.",
DB09490,food,Fluids / Water,minor,Drink plenty of fluids. Fluids will help remove excess radiation from the body when Indium In-111 chloride is used to radiolabel pentetreotide.,Drink plenty of fluids.
DB09539,food,Fluids / Water,moderate,Take with a full glass of water.,
DB09555,food,Alcohol,moderate,Avoid alcohol. Alcohol may have additive CNS depressant effects with dexchlorpheniramine maleate.,Avoid alcohol.
DB09563,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB09564,food,Alcohol,moderate,Avoid alcohol. Alcohol may impair blood glucose control.,Avoid alcohol.
DB11095,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11095,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11095,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11095,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11095,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11095,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11097,food,Fluids / Water,moderate,Take with a full glass of water.,
DB11098,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB11098,food,Fluids / Water,moderate,"Take with a full glass of water. Dissolve the 10 mEq tablet in at least 2-3 oz of fluid, and the 20 mEq tablet in at least 3-4 oz of liquid (juice or water).",
DB11124,food,Caffeine,moderate,Avoid caffeine.,Avoid caffeine.
DB11126,food,Fluids / Water,moderate,Take with a full glass of water.,
DB11130,food,Alcohol,moderate,Avoid alcohol. Concomitant use of opium with alcohol may cause additive CNS depressive effects.,Avoid alcohol.
DB11136,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Vitamin C may increase the absorption of chromium.,
DB11154,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB11154,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
DB11166,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11166,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11166,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11166,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11166,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11166,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11186,food,Alcohol,moderate,Avoid alcohol. Concomitant use of pentoxyverine with alcohol may cause additive CNS depressant effects.,Avoid alcohol.
DB11228,food,Fluids / Water,moderate,Take with a full glass of water.,
DB11248,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB11248,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
DB11255,food,Vitamin C-rich foods,moderate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.,
DB11312,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11312,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11312,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11312,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11312,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11312,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11363,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of alectinib.",Exercise caution with grapefruit products.
DB11560,food,Fluids / Water,minor,Drink plenty of fluids. Take with a full glass of water.,Drink plenty of fluids.
DB11574,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A, which may increase the serum levels of elbasvir, a CYP3A substrate.",Exercise caution with grapefruit products.
DB11581,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of venetoclax.",Avoid grapefruit products.
DB11581,food,Fluids / Water,moderate,Take with a full glass of water.,
DB11586,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of asunaprevir.",Exercise caution with grapefruit products.
DB11587,food,Fluids / Water,moderate,Take with a full glass of water.,
DB11591,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB11598,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11598,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11598,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11598,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11598,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11598,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB11609,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.,Avoid alcohol.
DB11610,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.,Avoid alcohol.
DB11614,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of rupatadine.",Avoid grapefruit products.
DB11633,food,Grapefruit,minor,Exercise caution with grapefruit products.,Exercise caution with grapefruit products.
DB11641,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of vinflunine.",Avoid grapefruit products.
DB11693,food,Grapefruit,moderate,"Avoid grapefruit products. Avoid food or drink containing grapefruit when taking voclosporin, as it may decrease metabolism and increase exposure to this drug.",Avoid grapefruit products.
DB11697,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit products can inhibit CYP3A4, which is the enzyme primarily responsible for pacritinib metabolism.",Avoid grapefruit products.
DB11699,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB11703,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of acalabrutinib.",Avoid grapefruit products.
DB11703,food,Fluids / Water,moderate,Take with a full glass of water.,
DB11703,food,Antacids,moderate,Take separate from antacids. Take at least 2 hours before or after antacids.,
DB11712,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of tezacaftor.",Avoid grapefruit products.
DB11718,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of encorafenib.",Avoid grapefruit products.
DB11730,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ribociclib.",Avoid grapefruit products.
DB11732,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB11738,food,Alcohol,moderate,Avoid alcohol. Concomitant use is not recommended as alcohol may increase the sedative effects of rilmenidine.,Avoid alcohol.
DB11753,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB11753,food,Fluids / Water,moderate,Take with a full glass of water.,
DB11799,food,Calcium,moderate,"When taking iron or calcium-containing products, bictegravir should be taken with food.",
DB11799,food,Iron,moderate,"When taking iron or calcium-containing products, bictegravir should be taken with food.",
DB11799,food,Antacids,moderate,Take separate from antacids. Take bictegravir at least 2 hours before or 6 hours after taking antacids containing aluminum or magnesium.,
DB11820,food,Alcohol,moderate,Avoid alcohol. Alcohol use during nifurtimox treatment may increase undesirable adverse effects.,Avoid alcohol.
DB11823,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the sedative effects of esketamine.,Avoid alcohol.
DB11827,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol abuse may increase the risk of ketoacidosis.,Avoid excessive or chronic alcohol consumption.
DB11828,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of neratinib.",Avoid grapefruit products.
DB11828,food,Antacids,moderate,Take separate from antacids. Take antacids at least 3 hours before or after neratinib.,
DB11835,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB11859,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the dizziness and drowsiness caused by brexanolone.,Avoid alcohol.
DB11866,food,Calcium,minor,Administer calcium supplement. Ensure adequate calcium supplementation.,Administer calcium supplement.
DB11886,food,Fluids / Water,moderate,Take with a full glass of water.,
