drug_id,condition_id,treatment_notes,treatment_notes_vi,is_primary
2064,73654,'Treatment of heart failure Sodium aluminosilicate Sodium aluminosilicate tablets Sodium aluminosilicate oral Treatment of heart failure Do not take with calcium supplements May deplete zinc levels May',NULL,FALSE
34,66247,'Treatment of asthma Treatment of heart failure Treatment of chronic pain Treatment of heart failure Treatment of chronic pain Avoid fiber supplements Avoid iron-rich foods Do not consume with magnesiu',NULL,FALSE
34,66253,'Treatment of asthma Treatment of heart failure Treatment of chronic pain Treatment of heart failure Treatment of chronic pain Avoid fiber supplements Avoid iron-rich foods Do not consume with magnesiu',NULL,FALSE
34,73654,'Treatment of asthma Treatment of heart failure Treatment of chronic pain Treatment of heart failure Treatment of chronic pain Avoid fiber supplements Avoid iron-rich foods Do not consume with magnesiu',NULL,FALSE
1894,3852,'Treatment of diabetes mellitus type 2 Treatment of rheumatoid arthritis Treatment of asthma Treatment of diabetes mellitus type 2 Treatment of rheumatoid arthritis Do not take with calcium supplements',NULL,FALSE
1894,3562,'Treatment of diabetes mellitus type 2 Treatment of rheumatoid arthritis Treatment of asthma Treatment of diabetes mellitus type 2 Treatment of rheumatoid arthritis Do not take with calcium supplements',NULL,FALSE
1894,3563,'Treatment of diabetes mellitus type 2 Treatment of rheumatoid arthritis Treatment of asthma Treatment of diabetes mellitus type 2 Treatment of rheumatoid arthritis Do not take with calcium supplements',NULL,FALSE
1925,66247,'Treatment of pain and inflammation Treatment of heart failure Treatment of allergic rhinitis Leukotriene B4 tablets Treatment of pain and inflammation Treatment of heart failure Treatment of allergic ',NULL,FALSE
1925,3852,'Treatment of pain and inflammation Treatment of heart failure Treatment of allergic rhinitis Leukotriene B4 tablets Treatment of pain and inflammation Treatment of heart failure Treatment of allergic ',NULL,FALSE
1925,10701,'Treatment of pain and inflammation Treatment of heart failure Treatment of allergic rhinitis Leukotriene B4 tablets Treatment of pain and inflammation Treatment of heart failure Treatment of allergic ',NULL,FALSE
1911,10701,'Treatment of chronic pain Treatment of allergic rhinitis Treatment of asthma Treatment of chronic pain Treatment of allergic rhinitis May deplete zinc levels Take Lumretuzumab as directed by physician',NULL,FALSE
1911,10700,'Treatment of chronic pain Treatment of allergic rhinitis Treatment of asthma Treatment of chronic pain Treatment of allergic rhinitis May deplete zinc levels Take Lumretuzumab as directed by physician',NULL,FALSE
1984,3852,'Treatment of asthma Dipropylene glycol tablets Dipropylene glycol oral Avoid iron-rich foods Limit vitamin C intake Take Dipropylene glycol as directed by physician',NULL,FALSE
1984,61248,'Treatment of asthma Dipropylene glycol tablets Dipropylene glycol oral Avoid iron-rich foods Limit vitamin C intake Take Dipropylene glycol as directed by physician',NULL,FALSE
727,66247,'Treatment of heart failure Treatment of bacterial infections Treatment of pain and inflammation Treatment of heart failure Treatment of bacterial infections Treatment of pain and inflammation Take Pre',NULL,FALSE
727,292,'Treatment of heart failure Treatment of bacterial infections Treatment of pain and inflammation Treatment of heart failure Treatment of bacterial infections Treatment of pain and inflammation Take Pre',NULL,FALSE
727,66253,'Treatment of heart failure Treatment of bacterial infections Treatment of pain and inflammation Treatment of heart failure Treatment of bacterial infections Treatment of pain and inflammation Take Pre',NULL,FALSE
484,61374,'Treatment of chronic pain Treatment of depression and anxiety Treatment of chronic pain Treatment of depression and anxiety May deplete zinc levels Do not consume with magnesium Avoid fiber supplement',NULL,FALSE
484,61373,'Treatment of chronic pain Treatment of depression and anxiety Treatment of chronic pain Treatment of depression and anxiety May deplete zinc levels Do not consume with magnesium Avoid fiber supplement',NULL,FALSE
484,61372,'Treatment of chronic pain Treatment of depression and anxiety Treatment of chronic pain Treatment of depression and anxiety May deplete zinc levels Do not consume with magnesium Avoid fiber supplement',NULL,FALSE
1189,61464,'Treatment of asthma 2-Tridecanoyloxy-Pentadecanoic Acid 2-Tridecanoyloxy-Pentadecanoic Acid tablets 2-Tridecanoyloxy-Pentadecanoic Acid oral Do not take with calcium supplements May deplete zinc level',NULL,FALSE
1189,61463,'Treatment of asthma 2-Tridecanoyloxy-Pentadecanoic Acid 2-Tridecanoyloxy-Pentadecanoic Acid tablets 2-Tridecanoyloxy-Pentadecanoic Acid oral Do not take with calcium supplements May deplete zinc level',NULL,FALSE
1295,3852,'Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May intera',NULL,FALSE
1295,292,'Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May intera',NULL,FALSE
1295,61374,'Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May intera',NULL,FALSE
2063,61248,'Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Alnus glutinosa tablets Treatment of pain and inflammation Treatment of hypertension Avoid iron-rich foods May interact',NULL,FALSE
2063,61374,'Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Alnus glutinosa tablets Treatment of pain and inflammation Treatment of hypertension Avoid iron-rich foods May interact',NULL,FALSE
2063,61373,'Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Alnus glutinosa tablets Treatment of pain and inflammation Treatment of hypertension Avoid iron-rich foods May interact',NULL,FALSE
748,3852,'Treatment of asthma Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral May interact with vitamin K Avoid fiber supplements Do not consume with magnesiu',NULL,FALSE
748,61374,'Treatment of asthma Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral May interact with vitamin K Avoid fiber supplements Do not consume with magnesiu',NULL,FALSE
1283,3562,'Treatment of diabetes mellitus type 2 Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthal',NULL,FALSE
1283,3563,'Treatment of diabetes mellitus type 2 Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthal',NULL,FALSE
1283,3561,'Treatment of diabetes mellitus type 2 Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthal',NULL,FALSE
770,3852,'Treatment of asthma Treatment of bacterial infections Spectinomycin tablets Treatment of bacterial infections Do not take with calcium supplements Avoid fiber supplements Limit vitamin C intake Take S',NULL,FALSE
770,292,'Treatment of asthma Treatment of bacterial infections Spectinomycin tablets Treatment of bacterial infections Do not take with calcium supplements Avoid fiber supplements Limit vitamin C intake Take S',NULL,FALSE
770,42,'Treatment of asthma Treatment of bacterial infections Spectinomycin tablets Treatment of bacterial infections Do not take with calcium supplements Avoid fiber supplements Limit vitamin C intake Take S',NULL,FALSE
1259,66247,'Treatment of heart failure (3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure May deplete zinc le',NULL,FALSE
1259,66253,'Treatment of heart failure (3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure May deplete zinc le',NULL,FALSE
1259,73654,'Treatment of heart failure (3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure May deplete zinc le',NULL,FALSE
1967,3852,'Treatment of rheumatoid arthritis Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May interact with vita',NULL,FALSE
1967,13508,'Treatment of rheumatoid arthritis Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May interact with vita',NULL,FALSE
1282,61464,'Treatment of hypertension Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1242,23237,'Treatment of depression and anxiety [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatme',NULL,FALSE
1334,66247,'Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Phylloquinone tablets Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart fail',NULL,FALSE
1334,3562,'Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Phylloquinone tablets Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart fail',NULL,FALSE
1334,3563,'Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Phylloquinone tablets Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart fail',NULL,FALSE
1788,3852,'Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vi',NULL,FALSE
1788,292,'Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vi',NULL,FALSE
1788,61248,'Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Treatment of depression and anxiety Treatment of bacterial infections Treatment of chronic pain Limit vi',NULL,FALSE
2011,10701,'Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhiniti',NULL,FALSE
2011,10700,'Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhiniti',NULL,FALSE
2011,292,'Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhinitis Treatment of depression and anxiety Treatment of bacterial infections Treatment of allergic rhiniti',NULL,FALSE
2007,66247,'Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fi',NULL,FALSE
2007,10701,'Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fi',NULL,FALSE
2007,10700,'Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Treatment of diabetes mellitus type 2 Treatment of allergic rhinitis Treatment of heart failure Avoid fi',NULL,FALSE
1535,66247,'Treatment of rheumatoid arthritis Treatment of heart failure [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazo',NULL,FALSE
1535,66253,'Treatment of rheumatoid arthritis Treatment of heart failure [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazo',NULL,FALSE
1535,73654,'Treatment of rheumatoid arthritis Treatment of heart failure [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazo',NULL,FALSE
1402,66247,'Treatment of heart failure Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate May interact with calcium carbonate Take SB-249553 as directed ',NULL,FALSE
1402,3852,'Treatment of heart failure Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate May interact with calcium carbonate Take SB-249553 as directed ',NULL,FALSE
1402,66253,'Treatment of heart failure Treatment of heart failure Avoid fiber supplements Limit vitamin C intake May interact with calcium carbonate May interact with calcium carbonate Take SB-249553 as directed ',NULL,FALSE
2033,66247,'Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 May interact with ',NULL,FALSE
2033,3562,'Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 May interact with ',NULL,FALSE
2033,3563,'Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of heart failure Treatment of diabetes mellitus type 2 May interact with ',NULL,FALSE
