Nutrient,Unit,Gender,Age Group,Goal,Activity Factor,Recommended Amount (per day)
Sắt (Fe),mg,Nam,19–30,Giữ cân,1.55,12.4
Sắt (Fe),mg,Nam,19–30,Giữ cân,1.725,13.8
Sắt (Fe),mg,Nam,19–30,Giữ cân,1.9,15.2
Sắt (Fe),mg,Nam,19–30,Tăng cân,1.2,10.56
Sắt (Fe),mg,Nam,19–30,Tăng cân,1.375,12.1
Sắt (Fe),mg,Nam,19–30,Tăng cân,1.55,13.64
Sắt (Fe),mg,Nam,19–30,Tăng cân,1.725,15.18
Sắt (Fe),mg,Nam,19–30,Tăng cân,1.9,16.72
Sắt (Fe),mg,Nam,31–50,Giảm cân,1.2,8.64
Sắt (Fe),mg,Nam,31–50,Giảm cân,1.375,9.9
Sắt (Fe),mg,Nam,31–50,Giảm cân,1.55,11.16
Sắt (Fe),mg,Nam,31–50,Giảm cân,1.725,12.42
Sắt (Fe),mg,Nam,31–50,Giảm cân,1.9,13.68
Sắt (Fe),mg,Nam,31–50,Giữ cân,1.2,9.6
Sắt (Fe),mg,Nam,31–50,Giữ cân,1.375,11.0
Sắt (Fe),mg,Nam,31–50,Giữ cân,1.55,12.4
Sắt (Fe),mg,Nam,31–50,Giữ cân,1.725,13.8
Sắt (Fe),mg,Nam,31–50,Giữ cân,1.9,15.2
Sắt (Fe),mg,Nam,31–50,Tăng cân,1.2,10.56
Sắt (Fe),mg,Nam,31–50,Tăng cân,1.375,12.1
Sắt (Fe),mg,Nam,31–50,Tăng cân,1.55,13.64
Sắt (Fe),mg,Nam,31–50,Tăng cân,1.725,15.18
Sắt (Fe),mg,Nam,31–50,Tăng cân,1.9,16.72
Sắt (Fe),mg,Nam,51+,Giảm cân,1.2,8.64
Sắt (Fe),mg,Nam,51+,Giảm cân,1.375,9.9
Sắt (Fe),mg,Nam,51+,Giảm cân,1.55,11.16
Sắt (Fe),mg,Nam,51+,Giảm cân,1.725,12.42
Sắt (Fe),mg,Nam,51+,Giảm cân,1.9,13.68
Sắt (Fe),mg,Nam,51+,Giữ cân,1.2,9.6
Sắt (Fe),mg,Nam,51+,Giữ cân,1.375,11.0
Sắt (Fe),mg,Nam,51+,Giữ cân,1.55,12.4
Sắt (Fe),mg,Nam,51+,Giữ cân,1.725,13.8
Sắt (Fe),mg,Nam,51+,Giữ cân,1.9,15.2
Sắt (Fe),mg,Nam,51+,Tăng cân,1.2,10.56
Sắt (Fe),mg,Nam,51+,Tăng cân,1.375,12.1
Sắt (Fe),mg,Nam,51+,Tăng cân,1.55,13.64
Sắt (Fe),mg,Nam,51+,Tăng cân,1.725,15.18
Sắt (Fe),mg,Nam,51+,Tăng cân,1.9,16.72
Sắt (Fe),mg,Nữ,19–30,Giảm cân,1.2,19.44
Sắt (Fe),mg,Nữ,19–30,Giảm cân,1.375,22.27
Sắt (Fe),mg,Nữ,19–30,Giảm cân,1.55,25.11
Sắt (Fe),mg,Nữ,19–30,Giảm cân,1.725,27.95
Sắt (Fe),mg,Nữ,19–30,Giảm cân,1.9,30.78
Sắt (Fe),mg,Nữ,19–30,Giữ cân,1.2,21.6
Sắt (Fe),mg,Nữ,19–30,Giữ cân,1.375,24.75
Sắt (Fe),mg,Nữ,19–30,Giữ cân,1.55,27.9
Sắt (Fe),mg,Nữ,19–30,Giữ cân,1.725,31.05
Sắt (Fe),mg,Nữ,19–30,Giữ cân,1.9,34.2
Sắt (Fe),mg,Nữ,19–30,Tăng cân,1.2,23.76
Sắt (Fe),mg,Nữ,19–30,Tăng cân,1.375,27.23
Sắt (Fe),mg,Nữ,19–30,Tăng cân,1.55,30.69
Sắt (Fe),mg,Nữ,19–30,Tăng cân,1.725,34.16
Sắt (Fe),mg,Nữ,19–30,Tăng cân,1.9,37.62
Sắt (Fe),mg,Nữ,31–50,Giảm cân,1.2,19.44
Sắt (Fe),mg,Nữ,31–50,Giảm cân,1.375,22.27
Sắt (Fe),mg,Nữ,31–50,Giảm cân,1.55,25.11
Sắt (Fe),mg,Nữ,31–50,Giảm cân,1.725,27.95
Sắt (Fe),mg,Nữ,31–50,Giảm cân,1.9,30.78
Sắt (Fe),mg,Nữ,31–50,Giữ cân,1.2,21.6
Sắt (Fe),mg,Nữ,31–50,Giữ cân,1.375,24.75
Sắt (Fe),mg,Nữ,31–50,Giữ cân,1.55,27.9
Sắt (Fe),mg,Nữ,31–50,Giữ cân,1.725,31.05
Sắt (Fe),mg,Nữ,31–50,Giữ cân,1.9,34.2
Sắt (Fe),mg,Nữ,31–50,Tăng cân,1.2,23.76
Sắt (Fe),mg,Nữ,31–50,Tăng cân,1.375,27.23
Sắt (Fe),mg,Nữ,31–50,Tăng cân,1.55,30.69
Sắt (Fe),mg,Nữ,31–50,Tăng cân,1.725,34.16
Sắt (Fe),mg,Nữ,31–50,Tăng cân,1.9,37.62
Sắt (Fe),mg,Nữ,51+,Giảm cân,1.2,19.44
Sắt (Fe),mg,Nữ,51+,Giảm cân,1.375,22.27
Sắt (Fe),mg,Nữ,51+,Giảm cân,1.55,25.11
Sắt (Fe),mg,Nữ,51+,Giảm cân,1.725,27.95
Sắt (Fe),mg,Nữ,51+,Giảm cân,1.9,30.78
Sắt (Fe),mg,Nữ,51+,Giữ cân,1.2,21.6
Sắt (Fe),mg,Nữ,51+,Giữ cân,1.375,24.75
Sắt (Fe),mg,Nữ,51+,Giữ cân,1.55,27.9
Sắt (Fe),mg,Nữ,51+,Giữ cân,1.725,31.05
Sắt (Fe),mg,Nữ,51+,Giữ cân,1.9,34.2
Sắt (Fe),mg,Nữ,51+,Tăng cân,1.2,23.76
Sắt (Fe),mg,Nữ,51+,Tăng cân,1.375,27.23
Sắt (Fe),mg,Nữ,51+,Tăng cân,1.55,30.69
Sắt (Fe),mg,Nữ,51+,Tăng cân,1.725,34.16
Sắt (Fe),mg,Nữ,51+,Tăng cân,1.9,37.62
Kẽm (Zn),mg,Nam,19–30,Giảm cân,1.2,11.88
Kẽm (Zn),mg,Nam,19–30,Giảm cân,1.375,13.61
Kẽm (Zn),mg,Nam,19–30,Giảm cân,1.55,15.35
Kẽm (Zn),mg,Nam,19–30,Giảm cân,1.725,17.08
Kẽm (Zn),mg,Nam,19–30,Giảm cân,1.9,18.81
Kẽm (Zn),mg,Nam,19–30,Giữ cân,1.2,13.2
Kẽm (Zn),mg,Nam,19–30,Giữ cân,1.375,15.12
Kẽm (Zn),mg,Nam,19–30,Giữ cân,1.55,17.05
Kẽm (Zn),mg,Nam,19–30,Giữ cân,1.725,18.98
Kẽm (Zn),mg,Nam,19–30,Giữ cân,1.9,20.9
Kẽm (Zn),mg,Nam,19–30,Tăng cân,1.2,14.52
Kẽm (Zn),mg,Nam,19–30,Tăng cân,1.375,16.64
Kẽm (Zn),mg,Nam,19–30,Tăng cân,1.55,18.76
Kẽm (Zn),mg,Nam,19–30,Tăng cân,1.725,20.87
Kẽm (Zn),mg,Nam,19–30,Tăng cân,1.9,22.99
Kẽm (Zn),mg,Nam,31–50,Giảm cân,1.2,11.88
Kẽm (Zn),mg,Nam,31–50,Giảm cân,1.375,13.61
Kẽm (Zn),mg,Nam,31–50,Giảm cân,1.55,15.35
Kẽm (Zn),mg,Nam,31–50,Giảm cân,1.725,17.08
Kẽm (Zn),mg,Nam,31–50,Giảm cân,1.9,18.81
Kẽm (Zn),mg,Nam,31–50,Giữ cân,1.2,13.2
Kẽm (Zn),mg,Nam,31–50,Giữ cân,1.375,15.12
Kẽm (Zn),mg,Nam,31–50,Giữ cân,1.55,17.05
Kẽm (Zn),mg,Nam,31–50,Giữ cân,1.725,18.98
Kẽm (Zn),mg,Nam,31–50,Giữ cân,1.9,20.9
Kẽm (Zn),mg,Nam,31–50,Tăng cân,1.2,14.52
Kẽm (Zn),mg,Nam,31–50,Tăng cân,1.375,16.64
Kẽm (Zn),mg,Nam,31–50,Tăng cân,1.55,18.76
Kẽm (Zn),mg,Nam,31–50,Tăng cân,1.725,20.87
Kẽm (Zn),mg,Nam,31–50,Tăng cân,1.9,22.99
Kẽm (Zn),mg,Nam,51+,Giảm cân,1.2,11.88
Kẽm (Zn),mg,Nam,51+,Giảm cân,1.375,13.61
Kẽm (Zn),mg,Nam,51+,Giảm cân,1.55,15.35
Kẽm (Zn),mg,Nam,51+,Giảm cân,1.725,17.08
Kẽm (Zn),mg,Nam,51+,Giảm cân,1.9,18.81
Kẽm (Zn),mg,Nam,51+,Giữ cân,1.2,13.2
Kẽm (Zn),mg,Nam,51+,Giữ cân,1.375,15.12
Kẽm (Zn),mg,Nam,51+,Giữ cân,1.55,17.05
Kẽm (Zn),mg,Nam,51+,Giữ cân,1.725,18.98
Kẽm (Zn),mg,Nam,51+,Giữ cân,1.9,20.9
Kẽm (Zn),mg,Nam,51+,Tăng cân,1.2,14.52
Kẽm (Zn),mg,Nam,51+,Tăng cân,1.375,16.64
Kẽm (Zn),mg,Nam,51+,Tăng cân,1.55,18.76
Kẽm (Zn),mg,Nam,51+,Tăng cân,1.725,20.87
Kẽm (Zn),mg,Nam,51+,Tăng cân,1.9,22.99
Kẽm (Zn),mg,Nữ,19–30,Giảm cân,1.2,8.64
Kẽm (Zn),mg,Nữ,19–30,Giảm cân,1.375,9.9
Kẽm (Zn),mg,Nữ,19–30,Giảm cân,1.55,11.16
Kẽm (Zn),mg,Nữ,19–30,Giảm cân,1.725,12.42
Kẽm (Zn),mg,Nữ,19–30,Giảm cân,1.9,13.68
Kẽm (Zn),mg,Nữ,19–30,Giữ cân,1.2,9.6
Kẽm (Zn),mg,Nữ,19–30,Giữ cân,1.375,11.0
Kẽm (Zn),mg,Nữ,19–30,Giữ cân,1.55,12.4
Kẽm (Zn),mg,Nữ,19–30,Giữ cân,1.725,13.8
Kẽm (Zn),mg,Nữ,19–30,Giữ cân,1.9,15.2
Kẽm (Zn),mg,Nữ,19–30,Tăng cân,1.2,10.56
Kẽm (Zn),mg,Nữ,19–30,Tăng cân,1.375,12.1
Kẽm (Zn),mg,Nữ,19–30,Tăng cân,1.55,13.64
Kẽm (Zn),mg,Nữ,19–30,Tăng cân,1.725,15.18
Kẽm (Zn),mg,Nữ,19–30,Tăng cân,1.9,16.72
Kẽm (Zn),mg,Nữ,31–50,Giảm cân,1.2,8.64
Kẽm (Zn),mg,Nữ,31–50,Giảm cân,1.375,9.9
Kẽm (Zn),mg,Nữ,31–50,Giảm cân,1.55,11.16
Kẽm (Zn),mg,Nữ,31–50,Giảm cân,1.725,12.42
Kẽm (Zn),mg,Nữ,31–50,Giảm cân,1.9,13.68
Kẽm (Zn),mg,Nữ,31–50,Giữ cân,1.2,9.6
Kẽm (Zn),mg,Nữ,31–50,Giữ cân,1.375,11.0
Kẽm (Zn),mg,Nữ,31–50,Giữ cân,1.55,12.4
Kẽm (Zn),mg,Nữ,31–50,Giữ cân,1.725,13.8
Kẽm (Zn),mg,Nữ,31–50,Giữ cân,1.9,15.2
Kẽm (Zn),mg,Nữ,31–50,Tăng cân,1.2,10.56
Kẽm (Zn),mg,Nữ,31–50,Tăng cân,1.375,12.1
Kẽm (Zn),mg,Nữ,31–50,Tăng cân,1.55,13.64
Kẽm (Zn),mg,Nữ,31–50,Tăng cân,1.725,15.18
Kẽm (Zn),mg,Nữ,31–50,Tăng cân,1.9,16.72
Kẽm (Zn),mg,Nữ,51+,Giảm cân,1.2,8.64
Kẽm (Zn),mg,Nữ,51+,Giảm cân,1.375,9.9
Kẽm (Zn),mg,Nữ,51+,Giảm cân,1.55,11.16
Kẽm (Zn),mg,Nữ,51+,Giảm cân,1.725,12.42
Kẽm (Zn),mg,Nữ,51+,Giảm cân,1.9,13.68
Kẽm (Zn),mg,Nữ,51+,Giữ cân,1.2,9.6
Kẽm (Zn),mg,Nữ,51+,Giữ cân,1.375,11.0
Kẽm (Zn),mg,Nữ,51+,Giữ cân,1.55,12.4
Kẽm (Zn),mg,Nữ,51+,Giữ cân,1.725,13.8
Kẽm (Zn),mg,Nữ,51+,Giữ cân,1.9,15.2
Kẽm (Zn),mg,Nữ,51+,Tăng cân,1.2,10.56
Kẽm (Zn),mg,Nữ,51+,Tăng cân,1.375,12.1
Kẽm (Zn),mg,Nữ,51+,Tăng cân,1.55,13.64
Kẽm (Zn),mg,Nữ,51+,Tăng cân,1.725,15.18
Kẽm (Zn),mg,Nữ,51+,Tăng cân,1.9,16.72
Đồng (Cu),µg,Nam,19–30,Giảm cân,1.2,972.0
Đồng (Cu),µg,Nam,19–30,Giảm cân,1.375,1113.75
Đồng (Cu),µg,Nam,19–30,Giảm cân,1.55,1255.5
Đồng (Cu),µg,Nam,19–30,Giảm cân,1.725,1397.25
Đồng (Cu),µg,Nam,19–30,Giảm cân,1.9,1539.0
Đồng (Cu),µg,Nam,19–30,Giữ cân,1.2,1080.0
Đồng (Cu),µg,Nam,19–30,Giữ cân,1.375,1237.5
Đồng (Cu),µg,Nam,19–30,Giữ cân,1.55,1395.0
Đồng (Cu),µg,Nam,19–30,Giữ cân,1.725,1552.5
Đồng (Cu),µg,Nam,19–30,Giữ cân,1.9,1710.0
Đồng (Cu),µg,Nam,19–30,Tăng cân,1.2,1188.0
Đồng (Cu),µg,Nam,19–30,Tăng cân,1.375,1361.25
Đồng (Cu),µg,Nam,19–30,Tăng cân,1.55,1534.5
Đồng (Cu),µg,Nam,19–30,Tăng cân,1.725,1707.75
Đồng (Cu),µg,Nam,19–30,Tăng cân,1.9,1881.0
Đồng (Cu),µg,Nam,31–50,Giảm cân,1.2,972.0
Đồng (Cu),µg,Nam,31–50,Giảm cân,1.375,1113.75
Đồng (Cu),µg,Nam,31–50,Giảm cân,1.55,1255.5
Đồng (Cu),µg,Nam,31–50,Giảm cân,1.725,1397.25
Đồng (Cu),µg,Nam,31–50,Giảm cân,1.9,1539.0
Đồng (Cu),µg,Nam,31–50,Giữ cân,1.2,1080.0
Đồng (Cu),µg,Nam,31–50,Giữ cân,1.375,1237.5
Đồng (Cu),µg,Nam,31–50,Giữ cân,1.55,1395.0
Đồng (Cu),µg,Nam,31–50,Giữ cân,1.725,1552.5
Đồng (Cu),µg,Nam,31–50,Giữ cân,1.9,1710.0
Đồng (Cu),µg,Nam,31–50,Tăng cân,1.2,1188.0
Đồng (Cu),µg,Nam,31–50,Tăng cân,1.375,1361.25
Đồng (Cu),µg,Nam,31–50,Tăng cân,1.55,1534.5
Đồng (Cu),µg,Nam,31–50,Tăng cân,1.725,1707.75
Đồng (Cu),µg,Nam,31–50,Tăng cân,1.9,1881.0
Đồng (Cu),µg,Nam,51+,Giảm cân,1.2,972.0
Đồng (Cu),µg,Nam,51+,Giảm cân,1.375,1113.75
Đồng (Cu),µg,Nam,51+,Giảm cân,1.55,1255.5
Đồng (Cu),µg,Nam,51+,Giảm cân,1.725,1397.25
Đồng (Cu),µg,Nam,51+,Giảm cân,1.9,1539.0
Đồng (Cu),µg,Nam,51+,Giữ cân,1.2,1080.0
Đồng (Cu),µg,Nam,51+,Giữ cân,1.375,1237.5
Đồng (Cu),µg,Nam,51+,Giữ cân,1.55,1395.0
Đồng (Cu),µg,Nam,51+,Giữ cân,1.725,1552.5
Đồng (Cu),µg,Nam,51+,Giữ cân,1.9,1710.0
Đồng (Cu),µg,Nam,51+,Tăng cân,1.2,1188.0
Đồng (Cu),µg,Nam,51+,Tăng cân,1.375,1361.25
Đồng (Cu),µg,Nam,51+,Tăng cân,1.55,1534.5
Đồng (Cu),µg,Nam,51+,Tăng cân,1.725,1707.75
Đồng (Cu),µg,Nam,51+,Tăng cân,1.9,1881.0
Đồng (Cu),µg,Nữ,19–30,Giảm cân,1.2,972.0
Đồng (Cu),µg,Nữ,19–30,Giảm cân,1.375,1113.75
Đồng (Cu),µg,Nữ,19–30,Giảm cân,1.55,1255.5
Đồng (Cu),µg,Nữ,19–30,Giảm cân,1.725,1397.25
Đồng (Cu),µg,Nữ,19–30,Giảm cân,1.9,1539.0
Đồng (Cu),µg,Nữ,19–30,Giữ cân,1.2,1080.0
Đồng (Cu),µg,Nữ,19–30,Giữ cân,1.375,1237.5
Đồng (Cu),µg,Nữ,19–30,Giữ cân,1.55,1395.0
Đồng (Cu),µg,Nữ,19–30,Giữ cân,1.725,1552.5
Đồng (Cu),µg,Nữ,19–30,Giữ cân,1.9,1710.0
Đồng (Cu),µg,Nữ,19–30,Tăng cân,1.2,1188.0
Đồng (Cu),µg,Nữ,19–30,Tăng cân,1.375,1361.25
Đồng (Cu),µg,Nữ,19–30,Tăng cân,1.55,1534.5
Đồng (Cu),µg,Nữ,19–30,Tăng cân,1.725,1707.75
Đồng (Cu),µg,Nữ,19–30,Tăng cân,1.9,1881.0
Đồng (Cu),µg,Nữ,31–50,Giảm cân,1.2,972.0
Đồng (Cu),µg,Nữ,31–50,Giảm cân,1.375,1113.75
Đồng (Cu),µg,Nữ,31–50,Giảm cân,1.55,1255.5
Đồng (Cu),µg,Nữ,31–50,Giảm cân,1.725,1397.25
Đồng (Cu),µg,Nữ,31–50,Giảm cân,1.9,1539.0
Đồng (Cu),µg,Nữ,31–50,Giữ cân,1.2,1080.0
Đồng (Cu),µg,Nữ,31–50,Giữ cân,1.375,1237.5
Đồng (Cu),µg,Nữ,31–50,Giữ cân,1.55,1395.0
Đồng (Cu),µg,Nữ,31–50,Giữ cân,1.725,1552.5
Đồng (Cu),µg,Nữ,31–50,Giữ cân,1.9,1710.0
Đồng (Cu),µg,Nữ,31–50,Tăng cân,1.2,1188.0
Đồng (Cu),µg,Nữ,31–50,Tăng cân,1.375,1361.25
Đồng (Cu),µg,Nữ,31–50,Tăng cân,1.55,1534.5
Đồng (Cu),µg,Nữ,31–50,Tăng cân,1.725,1707.75
Đồng (Cu),µg,Nữ,31–50,Tăng cân,1.9,1881.0
Đồng (Cu),µg,Nữ,51+,Giảm cân,1.2,972.0
Đồng (Cu),µg,Nữ,51+,Giảm cân,1.375,1113.75
Đồng (Cu),µg,Nữ,51+,Giảm cân,1.55,1255.5
Đồng (Cu),µg,Nữ,51+,Giảm cân,1.725,1397.25
Đồng (Cu),µg,Nữ,51+,Giảm cân,1.9,1539.0
Đồng (Cu),µg,Nữ,51+,Giữ cân,1.2,1080.0
Đồng (Cu),µg,Nữ,51+,Giữ cân,1.375,1237.5
Đồng (Cu),µg,Nữ,51+,Giữ cân,1.55,1395.0
Đồng (Cu),µg,Nữ,51+,Giữ cân,1.725,1552.5
Đồng (Cu),µg,Nữ,51+,Giữ cân,1.9,1710.0
Đồng (Cu),µg,Nữ,51+,Tăng cân,1.2,1188.0
Đồng (Cu),µg,Nữ,51+,Tăng cân,1.375,1361.25
Đồng (Cu),µg,Nữ,51+,Tăng cân,1.55,1534.5
Đồng (Cu),µg,Nữ,51+,Tăng cân,1.725,1707.75
Đồng (Cu),µg,Nữ,51+,Tăng cân,1.9,1881.0
Mangan (Mn),mg,Nam,19–30,Giảm cân,1.2,2.48
Mangan (Mn),mg,Nam,19–30,Giảm cân,1.375,2.85
Mangan (Mn),mg,Nam,19–30,Giảm cân,1.55,3.21
Mangan (Mn),mg,Nam,19–30,Giảm cân,1.725,3.57
Mangan (Mn),mg,Nam,19–30,Giảm cân,1.9,3.93
Mangan (Mn),mg,Nam,19–30,Giữ cân,1.2,2.76
Mangan (Mn),mg,Nam,19–30,Giữ cân,1.375,3.16
Mangan (Mn),mg,Nam,19–30,Giữ cân,1.55,3.56
Mangan (Mn),mg,Nam,19–30,Giữ cân,1.725,3.97
Mangan (Mn),mg,Nam,19–30,Giữ cân,1.9,4.37
Mangan (Mn),mg,Nam,19–30,Tăng cân,1.2,3.04
Mangan (Mn),mg,Nam,19–30,Tăng cân,1.375,3.48
Mangan (Mn),mg,Nam,19–30,Tăng cân,1.55,3.92
Mangan (Mn),mg,Nam,19–30,Tăng cân,1.725,4.36
Mangan (Mn),mg,Nam,19–30,Tăng cân,1.9,4.81
Mangan (Mn),mg,Nam,31–50,Giảm cân,1.2,2.48
Mangan (Mn),mg,Nam,31–50,Giảm cân,1.375,2.85
Mangan (Mn),mg,Nam,31–50,Giảm cân,1.55,3.21
Mangan (Mn),mg,Nam,31–50,Giảm cân,1.725,3.57
Mangan (Mn),mg,Nam,31–50,Giảm cân,1.9,3.93
Mangan (Mn),mg,Nam,31–50,Giữ cân,1.2,2.76
Mangan (Mn),mg,Nam,31–50,Giữ cân,1.375,3.16
Mangan (Mn),mg,Nam,31–50,Giữ cân,1.55,3.56
Mangan (Mn),mg,Nam,31–50,Giữ cân,1.725,3.97
Mangan (Mn),mg,Nam,31–50,Giữ cân,1.9,4.37
Mangan (Mn),mg,Nam,31–50,Tăng cân,1.2,3.04
Mangan (Mn),mg,Nam,31–50,Tăng cân,1.375,3.48
Mangan (Mn),mg,Nam,31–50,Tăng cân,1.55,3.92
Mangan (Mn),mg,Nam,31–50,Tăng cân,1.725,4.36
Mangan (Mn),mg,Nam,31–50,Tăng cân,1.9,4.81
Mangan (Mn),mg,Nam,51+,Giảm cân,1.2,2.48
Mangan (Mn),mg,Nam,51+,Giảm cân,1.375,2.85
Mangan (Mn),mg,Nam,51+,Giảm cân,1.55,3.21
Mangan (Mn),mg,Nam,51+,Giảm cân,1.725,3.57
Mangan (Mn),mg,Nam,51+,Giảm cân,1.9,3.93
Mangan (Mn),mg,Nam,51+,Giữ cân,1.2,2.76
Mangan (Mn),mg,Nam,51+,Giữ cân,1.375,3.16
Mangan (Mn),mg,Nam,51+,Giữ cân,1.55,3.56
Mangan (Mn),mg,Nam,51+,Giữ cân,1.725,3.97
Mangan (Mn),mg,Nam,51+,Giữ cân,1.9,4.37
Mangan (Mn),mg,Nam,51+,Tăng cân,1.2,3.04
Mangan (Mn),mg,Nam,51+,Tăng cân,1.375,3.48
Mangan (Mn),mg,Nam,51+,Tăng cân,1.55,3.92
Mangan (Mn),mg,Nam,51+,Tăng cân,1.725,4.36
Mangan (Mn),mg,Nam,51+,Tăng cân,1.9,4.81
Mangan (Mn),mg,Nữ,19–30,Giảm cân,1.2,1.94
Mangan (Mn),mg,Nữ,19–30,Giảm cân,1.375,2.23
Mangan (Mn),mg,Nữ,19–30,Giảm cân,1.55,2.51
Mangan (Mn),mg,Nữ,19–30,Giảm cân,1.725,2.79
Mangan (Mn),mg,Nữ,19–30,Giảm cân,1.9,3.08
Mangan (Mn),mg,Nữ,19–30,Giữ cân,1.2,2.16
Mangan (Mn),mg,Nữ,19–30,Giữ cân,1.375,2.48
Mangan (Mn),mg,Nữ,19–30,Giữ cân,1.55,2.79
Mangan (Mn),mg,Nữ,19–30,Giữ cân,1.725,3.11
Mangan (Mn),mg,Nữ,19–30,Giữ cân,1.9,3.42
Mangan (Mn),mg,Nữ,19–30,Tăng cân,1.2,2.38
Mangan (Mn),mg,Nữ,19–30,Tăng cân,1.375,2.72
Mangan (Mn),mg,Nữ,19–30,Tăng cân,1.55,3.07
Mangan (Mn),mg,Nữ,19–30,Tăng cân,1.725,3.42
Mangan (Mn),mg,Nữ,19–30,Tăng cân,1.9,3.76
Mangan (Mn),mg,Nữ,31–50,Giảm cân,1.2,1.94
Mangan (Mn),mg,Nữ,31–50,Giảm cân,1.375,2.23
Mangan (Mn),mg,Nữ,31–50,Giảm cân,1.55,2.51
Mangan (Mn),mg,Nữ,31–50,Giảm cân,1.725,2.79
Mangan (Mn),mg,Nữ,31–50,Giảm cân,1.9,3.08
Mangan (Mn),mg,Nữ,31–50,Giữ cân,1.2,2.16
Mangan (Mn),mg,Nữ,31–50,Giữ cân,1.375,2.48
Mangan (Mn),mg,Nữ,31–50,Giữ cân,1.55,2.79
Mangan (Mn),mg,Nữ,31–50,Giữ cân,1.725,3.11
Mangan (Mn),mg,Nữ,31–50,Giữ cân,1.9,3.42
Mangan (Mn),mg,Nữ,31–50,Tăng cân,1.2,2.38
Mangan (Mn),mg,Nữ,31–50,Tăng cân,1.375,2.72
Mangan (Mn),mg,Nữ,31–50,Tăng cân,1.55,3.07
Mangan (Mn),mg,Nữ,31–50,Tăng cân,1.725,3.42
Mangan (Mn),mg,Nữ,31–50,Tăng cân,1.9,3.76
Mangan (Mn),mg,Nữ,51+,Giảm cân,1.2,1.94
Mangan (Mn),mg,Nữ,51+,Giảm cân,1.375,2.23
Mangan (Mn),mg,Nữ,51+,Giảm cân,1.55,2.51
Mangan (Mn),mg,Nữ,51+,Giảm cân,1.725,2.79
Mangan (Mn),mg,Nữ,51+,Giảm cân,1.9,3.08
Mangan (Mn),mg,Nữ,51+,Giữ cân,1.2,2.16
Mangan (Mn),mg,Nữ,51+,Giữ cân,1.375,2.48
Mangan (Mn),mg,Nữ,51+,Giữ cân,1.55,2.79
Mangan (Mn),mg,Nữ,51+,Giữ cân,1.725,3.11
Mangan (Mn),mg,Nữ,51+,Giữ cân,1.9,3.42
Mangan (Mn),mg,Nữ,51+,Tăng cân,1.2,2.38
Mangan (Mn),mg,Nữ,51+,Tăng cân,1.375,2.72
Mangan (Mn),mg,Nữ,51+,Tăng cân,1.55,3.07
Mangan (Mn),mg,Nữ,51+,Tăng cân,1.725,3.42
Mangan (Mn),mg,Nữ,51+,Tăng cân,1.9,3.76
Iốt (I),µg,Nam,19–30,Giảm cân,1.2,162.0
Iốt (I),µg,Nam,19–30,Giảm cân,1.375,185.62
Iốt (I),µg,Nam,19–30,Giảm cân,1.55,209.25
Iốt (I),µg,Nam,19–30,Giảm cân,1.725,232.88
Iốt (I),µg,Nam,19–30,Giảm cân,1.9,256.5
Iốt (I),µg,Nam,19–30,Giữ cân,1.2,180.0
Iốt (I),µg,Nam,19–30,Giữ cân,1.375,206.25
Iốt (I),µg,Nam,19–30,Giữ cân,1.55,232.5
Iốt (I),µg,Nam,19–30,Giữ cân,1.725,258.75
Iốt (I),µg,Nam,19–30,Giữ cân,1.9,285.0
Iốt (I),µg,Nam,19–30,Tăng cân,1.2,198.0
Iốt (I),µg,Nam,19–30,Tăng cân,1.375,226.88
Iốt (I),µg,Nam,19–30,Tăng cân,1.55,255.75
Iốt (I),µg,Nam,19–30,Tăng cân,1.725,284.62
Iốt (I),µg,Nam,19–30,Tăng cân,1.9,313.5
Iốt (I),µg,Nam,31–50,Giảm cân,1.2,162.0
Iốt (I),µg,Nam,31–50,Giảm cân,1.375,185.62
Iốt (I),µg,Nam,31–50,Giảm cân,1.55,209.25
Iốt (I),µg,Nam,31–50,Giảm cân,1.725,232.88
Iốt (I),µg,Nam,31–50,Giảm cân,1.9,256.5
Iốt (I),µg,Nam,31–50,Giữ cân,1.2,180.0
Iốt (I),µg,Nam,31–50,Giữ cân,1.375,206.25
Iốt (I),µg,Nam,31–50,Giữ cân,1.55,232.5
Iốt (I),µg,Nam,31–50,Giữ cân,1.725,258.75
Iốt (I),µg,Nam,31–50,Giữ cân,1.9,285.0
Iốt (I),µg,Nam,31–50,Tăng cân,1.2,198.0
Iốt (I),µg,Nam,31–50,Tăng cân,1.375,226.88
Iốt (I),µg,Nam,31–50,Tăng cân,1.55,255.75
Iốt (I),µg,Nam,31–50,Tăng cân,1.725,284.62
Iốt (I),µg,Nam,31–50,Tăng cân,1.9,313.5
Iốt (I),µg,Nam,51+,Giảm cân,1.2,162.0
Iốt (I),µg,Nam,51+,Giảm cân,1.375,185.62
Iốt (I),µg,Nam,51+,Giảm cân,1.55,209.25
Iốt (I),µg,Nam,51+,Giảm cân,1.725,232.88
Iốt (I),µg,Nam,51+,Giảm cân,1.9,256.5
Iốt (I),µg,Nam,51+,Giữ cân,1.2,180.0
Iốt (I),µg,Nam,51+,Giữ cân,1.375,206.25
Iốt (I),µg,Nam,51+,Giữ cân,1.55,232.5
Iốt (I),µg,Nam,51+,Giữ cân,1.725,258.75
Iốt (I),µg,Nam,51+,Giữ cân,1.9,285.0
Iốt (I),µg,Nam,51+,Tăng cân,1.2,198.0
